XP	start	end	chr
XP_022332366.1	53482641	53509435	NC_035783.1
XP_022332367.1	53482641	53509435	NC_035783.1
XP_022332368.1	53482641	53509435	NC_035783.1
XP_022332369.1	54682951	54732623	NC_035780.1
XP_022332370.1	53482641	53509435	NC_035783.1
XP_022332371.1	53482641	53509435	NC_035783.1
XP_022332372.1	53482641	53509435	NC_035783.1
XP_022332373.1	53482641	53509435	NC_035783.1
XP_022332374.1	53482641	53509435	NC_035783.1
XP_022332375.1	53482641	53509435	NC_035783.1
XP_022332376.1	53482641	53509435	NC_035783.1
XP_022332377.1	53482641	53509435	NC_035783.1
XP_022332378.1	53482641	53509435	NC_035783.1
XP_022332379.1	53482641	53509435	NC_035783.1
XP_022332380.1	54682951	54732623	NC_035780.1
XP_022332381.1	53482641	53509435	NC_035783.1
XP_022332382.1	53482641	53509435	NC_035783.1
XP_022332383.1	53482641	53509435	NC_035783.1
XP_022332384.1	53482641	53509435	NC_035783.1
XP_022332385.1	53482641	53509435	NC_035783.1
XP_022332386.1	53482641	53509435	NC_035783.1
XP_022332387.1	53482641	53509435	NC_035783.1
XP_022332388.1	53485059	53509435	NC_035783.1
XP_022332389.1	53485059	53509435	NC_035783.1
XP_022332390.1	53485059	53509435	NC_035783.1
XP_022332391.1	54682951	54732623	NC_035780.1
XP_022332392.1	53511671	53512863	NC_035783.1
XP_022332393.1	53511671	53512863	NC_035783.1
XP_022332394.1	53511671	53512863	NC_035783.1
XP_022332395.1	53462790	53465102	NC_035783.1
XP_022332396.1	53462790	53465102	NC_035783.1
XP_022332397.1	53462790	53465102	NC_035783.1
XP_022332398.1	53447095	53448108	NC_035783.1
XP_022332399.1	53514337	53516486	NC_035783.1
XP_022332400.1	54694107	54732623	NC_035780.1
XP_022332401.1	14701620	14708969	NC_035783.1
XP_022332402.1	41374287	41379631	NC_035783.1
XP_022332403.1	41380493	41387064	NC_035783.1
XP_022332404.1	41380493	41387064	NC_035783.1
XP_022332405.1	41380493	41387064	NC_035783.1
XP_022332406.1	41380493	41387064	NC_035783.1
XP_022332407.1	41389388	41392378	NC_035783.1
XP_022332408.1	54682951	54732623	NC_035780.1
XP_022332409.1	17554751	17591015	NC_035783.1
XP_022332410.1	17559187	17591015	NC_035783.1
XP_022332411.1	48358515	48398305	NC_035783.1
XP_022332412.1	48358515	48398305	NC_035783.1
XP_022332413.1	46721609	46724908	NC_035780.1
XP_022332414.1	48358515	48398305	NC_035783.1
XP_022332415.1	48358515	48398305	NC_035783.1
XP_022332416.1	48404779	48465378	NC_035783.1
XP_022332417.1	48404779	48465378	NC_035783.1
XP_022332418.1	54682951	54732623	NC_035780.1
XP_022332419.1	48404779	48465378	NC_035783.1
XP_022332420.1	48404779	48465378	NC_035783.1
XP_022332421.1	48404779	48465378	NC_035783.1
XP_022332422.1	48408782	48465378	NC_035783.1
XP_022332423.1	48422439	48465378	NC_035783.1
XP_022332424.1	48469852	48477784	NC_035783.1
XP_022332425.1	48469852	48477784	NC_035783.1
XP_022332426.1	48469852	48477784	NC_035783.1
XP_022332427.1	48469852	48477784	NC_035783.1
XP_022332428.1	48469852	48477784	NC_035783.1
XP_022332429.1	54682951	54732623	NC_035780.1
XP_022332430.1	48469852	48477784	NC_035783.1
XP_022332431.1	48468787	48477784	NC_035783.1
XP_022332432.1	37590900	37609181	NC_035783.1
XP_022332433.1	37590900	37607051	NC_035783.1
XP_022332434.1	18534535	18539992	NC_035783.1
XP_022332435.1	18534535	18539992	NC_035783.1
XP_022332436.1	18537390	18539992	NC_035783.1
XP_022332437.1	18533388	18534077	NC_035783.1
XP_022332438.1	54682951	54733442	NC_035780.1
XP_022332439.1	17676246	17690017	NC_035783.1
XP_022332440.1	17669348	17675692	NC_035783.1
XP_022332441.1	17669348	17675692	NC_035783.1
XP_022332442.1	26578702	26582216	NC_035783.1
XP_022332443.1	26578702	26582216	NC_035783.1
XP_022332444.1	26578702	26582216	NC_035783.1
XP_022332445.1	26578642	26582216	NC_035783.1
XP_022332446.1	54682951	54732623	NC_035780.1
XP_022332447.1	1642659	1658519	NC_035783.1
XP_022332448.1	1682648	1698941	NC_035783.1
XP_022332449.1	16575659	16593159	NC_035783.1
XP_022332450.1	16575659	16593159	NC_035783.1
XP_022332451.1	16575659	16593159	NC_035783.1
XP_022332452.1	16575659	16593159	NC_035783.1
XP_022332453.1	2061954	2093562	NC_035783.1
XP_022332454.1	2010512	2042907	NC_035783.1
XP_022332455.1	54682951	54732623	NC_035780.1
XP_022332456.1	25499058	25511830	NC_035783.1
XP_022332457.1	20840306	20846912	NC_035783.1
XP_022332458.1	43708820	43721377	NC_035783.1
XP_022332459.1	43697553	43707556	NC_035783.1
XP_022332460.1	43699768	43707556	NC_035783.1
XP_022332461.1	21742742	21771240	NC_035783.1
XP_022332462.1	21742742	21771240	NC_035783.1
XP_022332463.1	54682951	54733442	NC_035780.1
XP_022332464.1	54379543	54396842	NC_035783.1
XP_022332465.1	54379543	54396842	NC_035783.1
XP_022332466.1	54379543	54396842	NC_035783.1
XP_022332467.1	30390600	30399336	NC_035783.1
XP_022332468.1	30371263	30384494	NC_035783.1
XP_022332469.1	30371263	30382801	NC_035783.1
XP_022332470.1	30366148	30370481	NC_035783.1
XP_022332471.1	17858448	17881434	NC_035783.1
XP_022332472.1	1368936	1376755	NC_035783.1
XP_022332473.1	20682458	20687944	NC_035783.1
XP_022332474.1	54682951	54732623	NC_035780.1
XP_022332475.1	33912629	33938459	NC_035783.1
XP_022332476.1	33912629	33938459	NC_035783.1
XP_022332477.1	45005969	45011666	NC_035783.1
XP_022332478.1	9601625	9606819	NC_035783.1
XP_022332479.1	58559532	58572401	NC_035783.1
XP_022332480.1	58559532	58572401	NC_035783.1
XP_022332481.1	58559532	58572401	NC_035783.1
XP_022332482.1	58559532	58572401	NC_035783.1
XP_022332483.1	58559532	58572401	NC_035783.1
XP_022332484.1	54682951	54732623	NC_035780.1
XP_022332485.1	32571276	32588858	NC_035783.1
XP_022332486.1	44780473	44785691	NC_035783.1
XP_022332487.1	44760747	44762613	NC_035783.1
XP_022332488.1	35830674	35856763	NC_035783.1
XP_022332489.1	35853420	35856763	NC_035783.1
XP_022332490.1	35853420	35856763	NC_035783.1
XP_022332491.1	5742643	5746158	NC_035783.1
XP_022332492.1	54682951	54732623	NC_035780.1
XP_022332493.1	24970691	24998506	NC_035783.1
XP_022332494.1	46945630	46974490	NC_035783.1
XP_022332495.1	47028964	47047162	NC_035783.1
XP_022332496.1	16705000	16720440	NC_035783.1
XP_022332497.1	16701408	16704672	NC_035783.1
XP_022332498.1	8593475	8603089	NC_035783.1
XP_022332499.1	13894462	13899624	NC_035783.1
XP_022332500.1	13884669	13893302	NC_035783.1
XP_022332501.1	54695643	54732623	NC_035780.1
XP_022332502.1	13887611	13893302	NC_035783.1
XP_022332503.1	13887611	13893302	NC_035783.1
XP_022332504.1	51030103	51039823	NC_035783.1
XP_022332505.1	18411309	18411309	NC_035783.1
XP_022332506.1	18400834	18417935	NC_035783.1
XP_022332507.1	10339883	10372127	NC_035783.1
XP_022332508.1	40080770	40091151	NC_035783.1
XP_022332509.1	54682951	54732623	NC_035780.1
XP_022332510.1	40091814	40096664	NC_035783.1
XP_022332511.1	40093191	40096664	NC_035783.1
XP_022332512.1	25954346	25977517	NC_035783.1
XP_022332513.1	24216257	24220210	NC_035783.1
XP_022332514.1	24201585	24207076	NC_035783.1
XP_022332515.1	24191382	24207076	NC_035783.1
XP_022332516.1	24203657	24207076	NC_035783.1
XP_022332517.1	24203657	24207076	NC_035783.1
XP_022332518.1	24203657	24207076	NC_035783.1
XP_022332519.1	54682951	54732623	NC_035780.1
XP_022332520.1	24203657	24207076	NC_035783.1
XP_022332521.1	24757762	24773191	NC_035783.1
XP_022332522.1	53139975	53140662	NC_035783.1
XP_022332523.1	53133054	53136361	NC_035783.1
XP_022332524.1	53133054	53135417	NC_035783.1
XP_022332525.1	22939340	22959106	NC_035783.1
XP_022332526.1	22939340	22959106	NC_035783.1
XP_022332527.1	22939340	22959106	NC_035783.1
XP_022332528.1	22939340	22959106	NC_035783.1
XP_022332529.1	22939340	22959106	NC_035783.1
XP_022332530.1	22939340	22959106	NC_035783.1
XP_022332531.1	22939340	22959106	NC_035783.1
XP_022332532.1	54682951	54732623	NC_035780.1
XP_022332533.1	22939340	22959106	NC_035783.1
XP_022332534.1	17505845	17534815	NC_035783.1
XP_022332535.1	17535461	17542929	NC_035783.1
XP_022332536.1	17535461	17542929	NC_035783.1
XP_022332537.1	17535461	17542929	NC_035783.1
XP_022332538.1	39269291	39287622	NC_035783.1
XP_022332539.1	39269291	39287622	NC_035783.1
XP_022332540.1	39275133	39287622	NC_035783.1
XP_022332541.1	777397	781521	NC_035780.1
XP_022332542.1	31140719	31157390	NC_035783.1
XP_022332543.1	31140719	31157390	NC_035783.1
XP_022332544.1	31158098	31169007	NC_035783.1
XP_022332545.1	31136313	31140487	NC_035783.1
XP_022332546.1	54682951	54732623	NC_035780.1
XP_022332547.1	56234311	56244893	NC_035783.1
XP_022332548.1	56234217	56244893	NC_035783.1
XP_022332549.1	56245763	56250461	NC_035783.1
XP_022332550.1	52928642	52958452	NC_035783.1
XP_022332551.1	15071256	15082520	NC_035783.1
XP_022332552.1	34854144	34860765	NC_035783.1
XP_022332553.1	23410237	23431485	NC_035783.1
XP_022332554.1	54682951	54733442	NC_035780.1
XP_022332555.1	23410237	23420085	NC_035783.1
XP_022332556.1	23337003	23340164	NC_035783.1
XP_022332557.1	23391708	23408473	NC_035783.1
XP_022332558.1	23362576	23408473	NC_035783.1
XP_022332559.1	23361408	23408473	NC_035783.1
XP_022332560.1	23361408	23408473	NC_035783.1
XP_022332561.1	23361408	23408473	NC_035783.1
XP_022332562.1	23391736	23408473	NC_035783.1
XP_022332563.1	54710400	54732623	NC_035780.1
XP_022332564.1	23342238	23347162	NC_035783.1
XP_022332565.1	23342238	23347162	NC_035783.1
XP_022332566.1	23329566	23333639	NC_035783.1
XP_022332567.1	23252832	23270041	NC_035783.1
XP_022332568.1	23317388	23317496	NC_035783.1
XP_022332569.1	23299073	23299920	NC_035783.1
XP_022332570.1	23294034	23294858	NC_035783.1
XP_022332571.1	54710400	54732623	NC_035780.1
XP_022332572.1	23276499	23276646	NC_035783.1
XP_022332573.1	23289998	23290119	NC_035783.1
XP_022332574.1	23314608	23314733	NC_035783.1
XP_022332575.1	23306365	23307616	NC_035783.1
XP_022332576.1	38341472	38361771	NC_035783.1
XP_022332577.1	49832751	49878350	NC_035783.1
XP_022332578.1	54710400	54732623	NC_035780.1
XP_022332579.1	35938501	35939014	NC_035783.1
XP_022332580.1	35951658	35957886	NC_035783.1
XP_022332581.1	35945790	35946246	NC_035783.1
XP_022332582.1	20601528	20629077	NC_035783.1
XP_022332583.1	20601528	20629077	NC_035783.1
XP_022332584.1	20601528	20629077	NC_035783.1
XP_022332585.1	20605689	20609422	NC_035783.1
XP_022332586.1	34666339	34666339	NC_035783.1
XP_022332587.1	34658506	34664604	NC_035783.1
XP_022332588.1	34658506	34664604	NC_035783.1
XP_022332589.1	16196367	16204240	NC_035783.1
XP_022332590.1	16195205	16204240	NC_035783.1
XP_022332591.1	16191534	16193318	NC_035783.1
XP_022332592.1	16192643	16193318	NC_035783.1
XP_022332593.1	34484720	34509745	NC_035783.1
XP_022332594.1	2922721	2938820	NC_035783.1
XP_022332595.1	2922721	2935422	NC_035783.1
XP_022332596.1	2922721	2934238	NC_035783.1
XP_022332597.1	3643906	3643906	NC_035780.1
XP_022332598.1	19521475	19535977	NC_035783.1
XP_022332599.1	19521475	19535977	NC_035783.1
XP_022332600.1	41241892	41242024	NC_035783.1
XP_022332601.1	41241892	41242024	NC_035783.1
XP_022332602.1	41241892	41242024	NC_035783.1
XP_022332603.1	41228344	41231081	NC_035783.1
XP_022332604.1	41228344	41230926	NC_035783.1
XP_022332605.1	41217066	41218012	NC_035783.1
XP_022332606.1	41217066	41218012	NC_035783.1
XP_022332607.1	41217066	41218012	NC_035783.1
XP_022332608.1	41218281	41226834	NC_035783.1
XP_022332609.1	41226842	41226842	NC_035783.1
XP_022332610.1	41226842	41226842	NC_035783.1
XP_022332611.1	25252386	25256599	NC_035783.1
XP_022332612.1	25252386	25256128	NC_035783.1
XP_022332613.1	46697112	46698859	NC_035783.1
XP_022332614.1	46697112	46698859	NC_035783.1
XP_022332615.1	46697112	46697112	NC_035783.1
XP_022332616.1	46677963	46679716	NC_035783.1
XP_022332617.1	46676826	46679716	NC_035783.1
XP_022332618.1	4807393	4812171	NC_035783.1
XP_022332619.1	4820327	4822704	NC_035783.1
XP_022332620.1	4820327	4822712	NC_035783.1
XP_022332621.1	4800871	4803515	NC_035783.1
XP_022332622.1	777397	781923	NC_035780.1
XP_022332623.1	3758532	3764107	NC_035780.1
XP_022332624.1	24942409	24945881	NC_035783.1
XP_022332625.1	3870730	3884808	NC_035783.1
XP_022332626.1	40100399	40116910	NC_035783.1
XP_022332627.1	57001593	57013384	NC_035783.1
XP_022332628.1	41746660	41753367	NC_035783.1
XP_022332629.1	41746660	41753367	NC_035783.1
XP_022332630.1	41746660	41753367	NC_035783.1
XP_022332631.1	41746660	41753367	NC_035783.1
XP_022332632.1	41761952	41763629	NC_035783.1
XP_022332633.1	41761952	41763629	NC_035783.1
XP_022332634.1	29687140	29692709	NC_035783.1
XP_022332635.1	29687140	29692709	NC_035783.1
XP_022332636.1	44223142	44223998	NC_035780.1
XP_022332637.1	29679781	29686917	NC_035783.1
XP_022332638.1	23987739	23987739	NC_035783.1
XP_022332639.1	23979499	23979705	NC_035783.1
XP_022332640.1	23952299	23965153	NC_035783.1
XP_022332641.1	23954249	23965153	NC_035783.1
XP_022332642.1	23954249	23965153	NC_035783.1
XP_022332643.1	23954249	23965153	NC_035783.1
XP_022332644.1	24000671	24007457	NC_035783.1
XP_022332645.1	52774855	52790079	NC_035783.1
XP_022332646.1	52774855	52790079	NC_035783.1
XP_022332647.1	52774855	52790079	NC_035783.1
XP_022332648.1	52774855	52790079	NC_035783.1
XP_022332649.1	4012455	4012455	NC_035780.1
XP_022332650.1	19834955	19837172	NC_035783.1
XP_022332651.1	19834955	19837172	NC_035783.1
XP_022332652.1	19834955	19837172	NC_035783.1
XP_022332653.1	19838069	19840684	NC_035783.1
XP_022332654.1	57321256	57324679	NC_035783.1
XP_022332655.1	42881779	42883851	NC_035783.1
XP_022332656.1	13193467	13202004	NC_035783.1
XP_022332657.1	34107950	34109285	NC_035783.1
XP_022332658.1	51299073	51313903	NC_035783.1
XP_022332659.1	51299073	51313903	NC_035783.1
XP_022332660.1	45369329	45371977	NC_035780.1
XP_022332661.1	51299073	51313301	NC_035783.1
XP_022332662.1	51317399	51318777	NC_035783.1
XP_022332663.1	51317399	51318777	NC_035783.1
XP_022332664.1	30913341	30926899	NC_035783.1
XP_022332665.1	30908872	30911161	NC_035783.1
XP_022332666.1	15057690	15066430	NC_035783.1
XP_022332667.1	15057690	15066430	NC_035783.1
XP_022332668.1	19843543	19850529	NC_035783.1
XP_022332669.1	45369329	45371977	NC_035780.1
XP_022332670.1	19843543	19850529	NC_035783.1
XP_022332671.1	19843543	19850529	NC_035783.1
XP_022332672.1	19843543	19850529	NC_035783.1
XP_022332673.1	19851204	19856022	NC_035783.1
XP_022332674.1	39358456	39418551	NC_035783.1
XP_022332675.1	39358456	39418551	NC_035783.1
XP_022332676.1	39358456	39418551	NC_035783.1
XP_022332677.1	39358456	39418551	NC_035783.1
XP_022332678.1	39358456	39418551	NC_035783.1
XP_022332679.1	39358456	39418551	NC_035783.1
XP_022332680.1	39358456	39377292	NC_035783.1
XP_022332681.1	39358456	39382919	NC_035783.1
XP_022332682.1	49222689	49266625	NC_035783.1
XP_022332683.1	4023314	4027427	NC_035780.1
XP_022332684.1	126365	148593	NC_035783.1
XP_022332685.1	126374	148593	NC_035783.1
XP_022332686.1	52824	54936	NC_035783.1
XP_022332687.1	52824	54936	NC_035783.1
XP_022332688.1	19904	27433	NC_035783.1
XP_022332689.1	7056191	7064006	NC_035783.1
XP_022332690.1	7056191	7064006	NC_035783.1
XP_022332691.1	7056191	7064006	NC_035783.1
XP_022332692.1	7056191	7064006	NC_035783.1
XP_022332693.1	7005789	7017799	NC_035783.1
XP_022332694.1	4071898	4071898	NC_035780.1
XP_022332695.1	6976950	6987563	NC_035783.1
XP_022332696.1	7024553	7037768	NC_035783.1
XP_022332697.1	11571683	11594220	NC_035783.1
XP_022332698.1	11571864	11594220	NC_035783.1
XP_022332699.1	14402980	14418019	NC_035783.1
XP_022332700.1	14402980	14418019	NC_035783.1
XP_022332701.1	14402980	14418019	NC_035783.1
XP_022332702.1	14403061	14418019	NC_035783.1
XP_022332703.1	38974254	38994971	NC_035783.1
XP_022332704.1	38974254	38994971	NC_035783.1
XP_022332705.1	38921294	38936615	NC_035783.1
XP_022332706.1	50814142	50880178	NC_035780.1
XP_022332707.1	4429884	4434367	NC_035783.1
XP_022332708.1	42568019	42593511	NC_035783.1
XP_022332709.1	7285471	7297070	NC_035783.1
XP_022332710.1	18561521	18577955	NC_035783.1
XP_022332711.1	18562058	18577955	NC_035783.1
XP_022332712.1	18558557	18558557	NC_035783.1
XP_022332713.1	20441195	20441195	NC_035783.1
XP_022332714.1	20433698	20445023	NC_035783.1
XP_022332715.1	20433698	20456710	NC_035783.1
XP_022332716.1	50896390	50901372	NC_035780.1
XP_022332717.1	20435450	20445023	NC_035783.1
XP_022332718.1	20449741	20456710	NC_035783.1
XP_022332719.1	56909699	56915545	NC_035783.1
XP_022332720.1	59417188	59422276	NC_035783.1
XP_022332721.1	13724751	13737250	NC_035783.1
XP_022332722.1	30981126	30984777	NC_035783.1
XP_022332723.1	30978080	30984777	NC_035783.1
XP_022332724.1	30982420	30984777	NC_035783.1
XP_022332725.1	5779944	5786125	NC_035783.1
XP_022332726.1	31511184	31526397	NC_035783.1
XP_022332727.1	31511184	31526397	NC_035783.1
XP_022332728.1	31499397	31510323	NC_035783.1
XP_022332729.1	31526680	31530453	NC_035783.1
XP_022332730.1	13058967	13069136	NC_035783.1
XP_022332731.1	34007357	34019763	NC_035783.1
XP_022332732.1	33999835	34006050	NC_035783.1
XP_022332733.1	34002110	34006050	NC_035783.1
XP_022332734.1	18097332	18105029	NC_035783.1
XP_022332735.1	27416530	27440729	NC_035783.1
XP_022332736.1	6536611	6542254	NC_035783.1
XP_022332737.1	6536611	6542254	NC_035783.1
XP_022332738.1	56838304	56838304	NC_035783.1
XP_022332739.1	35758511	35762304	NC_035783.1
XP_022332740.1	35758511	35762304	NC_035783.1
XP_022332741.1	30110563	30114859	NC_035780.1
XP_022332742.1	35781901	35786570	NC_035783.1
XP_022332743.1	35775645	35779710	NC_035783.1
XP_022332744.1	35768725	35772030	NC_035783.1
XP_022332745.1	35768725	35779710	NC_035783.1
XP_022332746.1	35775645	35779044	NC_035783.1
XP_022332747.1	35775685	35779710	NC_035783.1
XP_022332748.1	51374409	51385224	NC_035783.1
XP_022332749.1	51374409	51385224	NC_035783.1
XP_022332750.1	57442711	57452248	NC_035783.1
XP_022332751.1	57442711	57452248	NC_035783.1
XP_022332752.1	57458369	57460559	NC_035783.1
XP_022332753.1	57458369	57460559	NC_035783.1
XP_022332754.1	4374619	4380037	NC_035780.1
XP_022332755.1	57458369	57460559	NC_035783.1
XP_022332756.1	57458369	57460246	NC_035783.1
XP_022332757.1	34399754	34414130	NC_035783.1
XP_022332758.1	34399754	34414130	NC_035783.1
XP_022332759.1	34399754	34414130	NC_035783.1
XP_022332760.1	34399754	34414130	NC_035783.1
XP_022332761.1	7947372	7947701	NC_035783.1
XP_022332762.1	7950720	7961474	NC_035783.1
XP_022332763.1	7962792	7964534	NC_035783.1
XP_022332764.1	7962792	7964534	NC_035783.1
XP_022332765.1	17370624	17370952	NC_035783.1
XP_022332766.1	57694856	57704970	NC_035783.1
XP_022332767.1	57694856	57703470	NC_035783.1
XP_022332768.1	57696804	57704970	NC_035783.1
XP_022332769.1	57694856	57711872	NC_035783.1
XP_022332770.1	57696804	57703470	NC_035783.1
XP_022332771.1	57698710	57704970	NC_035783.1
XP_022332772.1	57795410	57813212	NC_035783.1
XP_022332773.1	57795410	57813212	NC_035783.1
XP_022332774.1	57795876	57813212	NC_035783.1
XP_022332775.1	57795410	57813212	NC_035783.1
XP_022332776.1	57795876	57813212	NC_035783.1
XP_022332777.1	57795410	57813212	NC_035783.1
XP_022332778.1	57795876	57813212	NC_035783.1
XP_022332779.1	57795410	57813212	NC_035783.1
XP_022332780.1	57795410	57813212	NC_035783.1
XP_022332781.1	57795410	57813212	NC_035783.1
XP_022332782.1	4638763	4655829	NC_035780.1
XP_022332783.1	57795876	57813212	NC_035783.1
XP_022332784.1	57795876	57813212	NC_035783.1
XP_022332785.1	57795876	57813212	NC_035783.1
XP_022332786.1	57795876	57813212	NC_035783.1
XP_022332787.1	57795410	57809657	NC_035783.1
XP_022332788.1	57795410	57809657	NC_035783.1
XP_022332789.1	57795410	57809657	NC_035783.1
XP_022332790.1	57795410	57809657	NC_035783.1
XP_022332791.1	57795410	57809657	NC_035783.1
XP_022332792.1	50744250	50762272	NC_035783.1
XP_022332793.1	35312396	35314668	NC_035783.1
XP_022332794.1	27400761	27404879	NC_035783.1
XP_022332795.1	4712962	4726179	NC_035780.1
XP_022332796.1	27394862	27399687	NC_035783.1
XP_022332797.1	33764812	33776006	NC_035783.1
XP_022332798.1	33764812	33776006	NC_035783.1
XP_022332799.1	33764812	33779014	NC_035783.1
XP_022332800.1	15647414	15655235	NC_035783.1
XP_022332801.1	15647414	15654512	NC_035783.1
XP_022332802.1	15680542	15690035	NC_035783.1
XP_022332803.1	15680542	15690035	NC_035783.1
XP_022332804.1	15680542	15690035	NC_035783.1
XP_022332805.1	15680542	15693740	NC_035783.1
XP_022332806.1	15666359	15676680	NC_035783.1
XP_022332807.1	15657372	15660347	NC_035783.1
XP_022332808.1	34881516	34904429	NC_035780.1
XP_022332809.1	15657372	15660994	NC_035783.1
XP_022332810.1	15657372	15660347	NC_035783.1
XP_022332811.1	15643036	15664558	NC_035783.1
